target_coverage,coverage_avg,coverage_std,PICP_sel_avg,PICP_sel_std,MPIW_sel_avg,MPIW_sel_std,RMSE_sel_avg,RMSE_sel_std,PICP_all_avg,PICP_all_std,MPIW_all_avg,MPIW_all_std,RMSE_all_avg,RMSE_all_std,aux_PICP_avg,aux_PICP_std,aux_MPIW_avg,aux_MPIW_std,aux_RMSE_avg,aux_RMSE_std,tau_avg,tau_std
0.7,0.7107,0.0547,0.8024,0.0511,0.7351,0.0857,4.8666,0.6687,0.6835,0.0469,0.7392,0.086,6.758,0.6477,0.8466,0.0278,0.9586,0.0424,6.3095,0.3101,0.3539,0.4331
0.75,0.7534,0.0593,0.8198,0.0558,0.7264,0.1008,4.9242,0.7907,0.7184,0.0939,0.7584,0.1506,6.7003,0.3086,0.8524,0.0397,0.9441,0.0706,6.3382,0.5821,0.3959,0.3511
0.8,0.8078,0.0478,0.8352,0.0301,0.81,0.0304,5.2621,0.4516,0.765,0.0269,0.8316,0.0354,6.5038,0.4858,0.8544,0.044,1.0287,0.1407,6.1329,0.3063,0.349,0.3832
0.85,0.8369,0.0372,0.8487,0.0185,0.8312,0.0971,5.3479,0.5655,0.7981,0.0302,0.8587,0.1015,6.664,0.414,0.8466,0.0251,0.9766,0.0369,6.2198,0.2346,0.3293,0.2876
0.9,0.8971,0.0262,0.7968,0.0541,0.7652,0.0357,5.6588,0.5312,0.7767,0.049,0.8051,0.0402,6.7052,0.46,0.8427,0.0431,0.9285,0.0569,6.3709,0.2549,0.4554,0.3516
0.95,0.9553,0.0189,0.8373,0.0239,0.8612,0.0388,5.674,0.5243,0.8155,0.0283,0.8819,0.0449,6.1888,0.3691,0.8311,0.0326,0.9279,0.0434,6.0591,0.3523,0.1667,0.1144

minutes_taken,5.434
dataset,concrete
aux_mode,piven
_comment,Inherited from PIVEN: h_size, epochs, lambda_pi, sigma_in. lr capped at 0.005 (PIVEN's 0.03 crashes SP-PIVEN).
dataset,concrete
h_size,[50]
g_hidden_size,16
c_pi,0.95
alpha,0.5
beta,0.5
beta_h,0.5
lambda_pi,15.0
lambda_sel,32.0
soften,160.0
warmup_frac,0.0
aux_mode,piven
epochs,800
patience,-1
lr,0.005
decay_rate,0.99
sigma_in,0.2
weight_decay,0.0
out_biases,[3.0, -3.0]
n_batch,100
n_runs,5
n_ensemble,1
