target_coverage,coverage_avg,coverage_std,PICP_sel_avg,PICP_sel_std,MPIW_sel_avg,MPIW_sel_std,RMSE_sel_avg,RMSE_sel_std,PICP_all_avg,PICP_all_std,MPIW_all_avg,MPIW_all_std,RMSE_all_avg,RMSE_all_std,aux_PICP_avg,aux_PICP_std,aux_MPIW_avg,aux_MPIW_std,aux_RMSE_avg,aux_RMSE_std,tau_avg,tau_std
0.7,0.6641,0.0757,0.9286,0.0256,1.9382,0.0611,6.6078,0.2424,0.8019,0.0516,1.6335,0.185,8.1025,0.4546,0.9359,0.0201,2.1759,0.0439,7.6609,0.418,0.6087,0.0532
0.75,0.7282,0.0336,0.9335,0.0208,1.9912,0.145,6.7195,0.8908,0.8078,0.0529,1.714,0.1085,8.3499,0.4358,0.9146,0.0457,2.1607,0.0994,7.787,0.3325,0.5783,0.0364
0.8,0.7767,0.0481,0.9218,0.0314,2.0003,0.1184,7.1922,0.7033,0.8136,0.0359,1.7025,0.0768,8.0109,0.5168,0.9282,0.0374,2.2072,0.1242,7.5467,0.4697,0.6466,0.056
0.85,0.8272,0.0403,0.9318,0.0174,2.1114,0.1395,7.3531,0.5334,0.8524,0.0403,1.8674,0.1269,8.1242,0.4026,0.9165,0.0087,2.1639,0.125,7.8501,0.2524,0.6453,0.1012
0.9,0.9126,0.0069,0.9192,0.0275,2.0702,0.0965,7.7274,0.6508,0.8874,0.0189,1.9695,0.0662,8.1869,0.4842,0.9282,0.0262,2.2917,0.0364,7.664,0.5314,0.6628,0.0649
0.95,0.932,0.0299,0.9128,0.0327,2.0859,0.1674,7.9204,0.4908,0.8893,0.0271,1.9955,0.1431,8.1419,0.4383,0.9146,0.0187,2.1995,0.1924,7.8267,0.3863,0.6739,0.1335

minutes_taken,3.975
dataset,concrete
aux_mode,piven
dataset,concrete
h_size,[64]
g_hidden_size,16
c_pi,0.95
alpha,0.5
beta,0.5
beta_h,0.5
lambda_pi,15.0
lambda_sel,32.0
soften,160.0
warmup_frac,0.2
aux_mode,piven
epochs,800
patience,-1
lr,0.0005
decay_rate,0.99
sigma_in,0.1
weight_decay,0.0001
out_biases,[3.0, -3.0]
n_batch,256
n_runs,5
n_ensemble,1
